Date,Amount,Currency
2000-03-13,0.22,USD
2000-06-13,0.22,USD
2000-09-13,0.82,USD
2000-12-13,0.22,USD
2001-03-13,0.22,USD
2001-06-13,0.22,USD
2001-09-12,0.35,USD
2001-09-17,0.8,USD
2001-12-12,0.45,USD
2002-03-13,0.45,USD
2002-06-12,0.45,USD
2002-09-11,0.45,USD
2002-12-11,0.45,USD
2003-03-12,0.45,USD
2003-06-12,0.45,USD
2003-09-11,0.45,USD
2003-12-11,0.45,USD
2004-03-11,0.45,USD
2004-06-14,0.45,USD
2004-09-13,0.45,USD
2004-12-13,0.45,USD
2005-03-11,0.45,USD
2005-06-13,0.45,USD
2005-09-13,0.5,USD
2005-12-13,0.5,USD
2006-03-13,0.5,USD
2006-05-31,0.5,USD
2006-09-13,0.5,USD
2006-12-13,0.5,USD
2007-03-13,0.5,USD
2007-06-13,0.5,USD
2007-09-10,0.5,USD
2007-12-11,0.5,USD
2008-03-12,0.55,USD
2008-06-11,0.55,USD
2008-09-11,0.55,USD
2008-12-11,1.15,USD
2009-03-12,0.55,USD
2009-06-11,0.55,USD
2009-09-11,0.55,USD
2009-12-11,0.55,USD
2010-03-11,0.65,USD
2010-06-11,0.8,USD
2010-09-13,0.8,USD
2010-12-13,0.8,USD
2011-03-11,0.8,USD
2011-06-13,0.95,USD
2011-09-12,0.95,USD
2011-12-12,0.95,USD
2012-03-12,1.1,USD
2012-06-11,1.1,USD
2012-09-10,1.1,USD
2012-12-10,1.1,USD
2013-03-11,1.25,USD
2013-06-10,1.25,USD
2013-09-11,1.25,USD
2013-12-11,1.4,USD
2014-03-12,1.4,USD
2014-06-11,1.4,USD
2014-09-11,1.4,USD
2014-12-11,1.4,USD
2015-03-12,1.4,USD
2015-06-11,1.7,USD
2015-09-11,1.7,USD
2015-12-11,1.7,USD
2016-03-14,1.7,USD
2016-06-13,1.8,USD
2016-09-12,1.8,USD
2016-12-12,2,USD
2017-03-13,2,USD
2017-06-12,2,USD
2017-09-12,2,USD
2017-12-12,2,USD
2018-03-13,2,USD
2018-06-12,2,USD
2018-09-11,2,USD
2018-12-11,2,USD
2019-03-12,2,USD
2019-06-11,2,USD
2019-09-11,2,USD
2019-12-12,2,USD
2020-03-13,2,USD
2020-06-12,2,USD
2020-09-14,2,USD
2020-12-14,2,USD
2021-03-15,2,USD
2021-06-14,2,USD
2021-09-14,2,USD
2021-12-14,2,USD
2022-03-15,2,USD
2022-06-14,2,USD
2022-07-29,13.15,USD
2022-09-13,2,USD
2022-12-13,2,USD
2023-03-14,3,USD
2023-06-13,3,USD
2023-09-12,3,USD
2023-12-12,3,USD
2024-03-12,3,USD
2024-06-12,3,USD
2024-09-13,3,USD
2024-12-13,3,USD
